desenvolvedor,total_jogos,avaliacoes_positivas,avaliacoes_negativas,tempo_medio_jogado
Jumb-O-Fun Games Inc,1,36,28,0.0
Jumibois,1,13,7,0.0
Jumit,1,21,1,0.0
Jump Over The Age,1,1973,294,2.15
JumpCore Productions,1,50,142,1.33
"JumpStart Games, Inc.",1,3435,2127,7.92
Jumpdrive Studios,1,86,12,0.72
Jumping Pound Games,1,7,2,0.0
Jun Yang,1,1,0,0.0
Jun Zhao,1,11,4,0.0
Junaid Javed,1,1,2,0.0
Junction Point,1,920,272,3.57
Juncture Media,1,43,10,0.0
"Jundroo, LLC",3,12876,1070,11.246666666666668
June Strings,1,185,21,4.3
June Studio,1,22,3,0.0
Junjo,1,12,3,0.0
"Junybox64, IronyDev",1,38,22,0.0
Jupiter Lighthouse Games,1,40,16,0.0
Juppiomenz,1,2567,619,25.87
Juri Schupilo,2,66,32,5.635
"Jurlo, Jetpackgone",1,598,43,0.0
Just A Pixel Ltd.,1,198,142,12.7
Just Add Water (Development) Ltd.,1,159,101,0.0
"Just Add Water (Developments), Ltd.",2,3441,866,4.01
Just Amusing Myself Studios,1,8,10,4.42
Just Fishing LLC,1,685,236,1.23
Just Making Games,1,110,35,0.0
Just Sauce Studio,1,37,3,0.0
Just Two ltd.,1,102,16,0.0
JustE A,1,5,18,0.0
JustForward,1,26,12,3.13
JustUsGameLab,1,391,191,18.77
JustWallWireHead Games,1,36,4,0.0
JusticePartner Narka,1,3,1,0.0
JusticePartnerNarKa,1,2,0,0.0
Justin Jimmo,1,3,2,0.0
Justin Kroh,1,898,122,11.73
Justin Sawchuk,1,51,48,0.85
Justin Varghese,1,40,2,0.0
Justwo Games,1,10,12,0.0
Jutsu Games,4,22137,3022,5.4624999999999995
Juvty Worlds,3,2130,1431,66.48
Jérémy Beuchot,1,7,0,0.0
Jérémy Entressangle,1,84,16,1.17
"Jérôme Bodin, Cédric Ledoux, Joseph Herbelin",1,10,0,0.0
"Jérôme Bodin, Frédéric Simon",1,31,5,0.0
Jötunn Games,1,80,74,8.57
Jürgen Hoffmann,1,11,0,0.0
K Bros Games,4,4931,858,9.264999999999999
K Monkey,1,216,65,0.73
K'sG,1,3,1,0.0
K-D Lab,3,1428,135,8.99
K.Kaiser's Game Studio,1,1,2,0.0
K5 Factory GmbH,1,4,0,0.0
KABloom Interactive,1,127,126,5.58
KADOKAWA CORPORATION,3,238,90,1.9333333333333333
"KADOKAWA CORPORATION, Active Gaming Media Inc.",1,969,423,4.9
KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,1,6296,2105,4.42
"KADOKAWA, TSUKURITE.",1,529,63,4.68
KAGAMI WORKS,1,80419,2554,10.13
KAGAMI WORKs,1,722,285,2.4
KAGAMI Ⅱ WORKs,2,29577,88535,3.855
"KAIKO, Big Huge Games, 38 Studios",1,5468,1670,15.38
"KAIKO, Vigil Games",1,13991,1943,8.82
KAJINOYU,2,2,2,0.0
"KANAME.co,.ltd.",1,3,0,0.0
"KANAWO, Vaka Game Magazine",1,2525,101,8.1
KASADE Studio,1,8,1,0.0
KAVA Game Studio,1,135,112,28.28
KAYAC Inc.,1,146,36,0.0
KBJGames,1,108,75,0.42
KBS Games,1,1,0,0.0
KDV Games,1,103,59,1.7
KEA Games,1,2,3,0.0
KEMCO,1,7473,299,39.67
KESOFTGAMES,1,5,0,0.0
KEXBOY,1,243,152,0.62
KFriske Studios,1,121,52,5.53
KGourmet,1,43,36,0.02
KHB-Soft,3,5133,811,2.9433333333333334
KILLZONE,1,2,10,0.0
KIMIDORI SOFT,5,767,117,2.6100000000000003
KIMYS STUDIOS,2,27,6,0.0
KING Art,10,18180,6001,8.045
KINGSGUARD GAMES,1,3,3,0.0
KIRA,1,3313,268,3.58
KIRA LLC,1,8037,790,11.38
KISS,1,1253,248,2.28
KITATUS STUDIOS,2,568,981,3.835
"KIWIWALKS, IKINAGAMES",1,1070,72,7.35
KIXEYE,1,2865,2020,169.23
KK Game Studio,1,8156,4060,28.6
"KKK, QZQ Studio",1,7,8,0.0
KL GAMES,1,586,210,0.0
KL Game Studio,1,0,2,0.0
KLASSEN,1,5,2,0.0
KLNK Inc.,1,4,2,0.0
KLP Company,1,267,68,0.0
KLab Inc.,1,10533,1351,61.47
"KOEI TECMO GAMES CO., LTD.",83,177736,49049,65.0656626506024
KOEX studio,3,129,76,1.7566666666666666
KOG,2,27993,15996,38.3
KOGADO STUDIO,5,2342,164,13.36
KOJIMA PRODUCTIONS,1,36697,2819,24.63
KONAMI,10,151194,21532,20.076
"KONAMI, Cygames, Inc.",1,858,322,2.37
"KONAMI, GuruGuru",1,838,253,3.15
KOREK PRODUCTION,1,6,1,0.0
KOROZiF,1,12,0,0.0
KO_OP,2,1162,90,2.1
"KPy3O, Noostyche",1,747,89,4.2
"KRAFTON, Inc.",2,3757,2139,8.14
"KROBON station, Vaka Game Magazine",1,305,27,7.9
KRZ,1,10,1,0.0
KSYM,1,397,13,0.65
KT Racing,9,19646,5837,10.907777777777778
KTX Software,2,666,114,3.435
KUKHTENKOV,1,48,24,0.02
KULTURA Ex Machina,1,1180,95,0.0
KUMA GAMES,1,232,67,0.3
"KUMA, LLC",1,11,22,0.0
KURB,1,97,41,0.42
KUSOne Studio Limited,1,9,13,0.0
KUWOGame,1,9,16,0.0
KW Studios,1,17812,5806,5.9
KX Games,2,459,72,1.135
Kaan Bukusoglu,2,50,11,0.0
Kaan Soral,1,116,20,29.68
"Kabam Games, Inc.",1,13249,3679,97.63
Kabertek,1,1,2,0.0
Kabuk Games,1,103,30,0.0
Kacper Stasiełuk,1,20,13,5.18
Kadragon,4,244,76,0.0
Kaenderin games,1,1,0,0.0
Kagawa-Ken-Game-1hour,1,2,3,0.0
Kagura Games,1,114,63,2.65
"Kai van Ommeren, Sedat Bilen, Niek Oosterbaan, Wesley Kroon, Martijn de Vree, Max Geraci, Plaisir Nzuzi, Kevin van Huit",1,156,89,0.48
Kaia Studios,1,83,18,5.27
Kaigan Games,1,1372,214,9.2
Kaigan Games OÜ,2,4645,548,2.11
Kaikalii,1,172,7,0.0
Kailang Fu,1,16,15,0.0
Kaili Gong,1,2,2,0.0
"Kainuu Museum, Kajaani University Of Applied Sciences, Finnish Museum Association, Clever Simulation Entertainment",1,10,1,0.0
Kaio Meris,1,566,58,3.37
Kairoscope,1,2,1,0.0
"Kairosoft Co.,Ltd",5,2318,293,5.846
Kaitec Games,1,50,9,0.0
Kaizen Game Works,1,3761,288,8.5
Kaj Forell Video Game Brand,1,52,19,0.0
Kajak Games,2,195,95,3.185
KakaoVX,1,11,13,0.0
KalaOh Games,1,31,25,0.0
Kalashot,1,12,0,0.0
"Kaleido, Inc.",1,20,13,0.0
KaleidoGames,3,176,27,0.6333333333333333
Kalvis,1,1,0,0.0
KamiCraft,1,2,0,0.0
"KamiEna, Katsumi Suenami",1,62,9,0.0
Kamichichi,1,270,42,0.0
"Kamil Andrzewski, Łukasz Tabaczkiewicz, Marcin Korzeniewski, Wojciech Ruciński",1,6,1,0.0
"Kamil Szczepanik, Bartosz Zajkowski",1,38,25,0.08
KaminGames,2,11,6,0.0
Kamina Dimension,2,339,91,1.225
Kamit Games,1,1,0,0.0
Kamyker,1,202,21,0.25
KanapaGames,1,3,1,0.0
Kaneda Games,1,3,6,0.0
Kaneva LLC,1,82,57,4.1
KangarooUnderlord,2,45,35,0.0
Kanselsprot Entertainment,1,3,0,0.0
Kaos Studios,1,680,321,2.92
"Kaos Studios, Digital Extremes",1,7787,4980,6.1
Kapitan,1,31,14,0.0
Kara Sokra,1,29,7,0.0
"Kara Stone, Parul Wadhwa, Andy DiLallo, Chris Kerich",1,25,1,0.0
Karabas_Studio,1,3,13,0.0
Karayel,1,12,13,0.0
Kardfy Studios,1,17,27,0.47
Karin Entertainment,1,108,21,27.23
KarjaSoft,1,61,32,5.33
Karlo Pavlovic,1,4,3,0.0
Karnage Gaming,1,100,223,5.45
Karol Mirowski,1,1,0,0.0
Karosu-Maker,2,113,19,0.0
Karsten Todnem,1,0,13,0.0
Kasaa Solution,1,175,116,2.7
Kasey Ozymy,1,504,33,0.25
"Kasper Kataja (kasbr), Johannes Lähteenmäki (dlooph)",1,4,6,0.02
"Kastriot Sulejmani, Brayden Myers",1,211,158,0.33
"Kastriot Sulejmani, Logan Gerrol",1,134,24,5.2
Katapult,1,1320,335,10.3
Katatema,1,109,11,6.05
Katauri,1,962,406,14.73
Katauri Interactive,2,2436,236,17.21
Katelyst,1,31,23,0.0
"Katie Moses, Sally Nguy, Andrew Purcell, Jessie Aniguid, Xinran Dongfang, Veenna San Felipe, Tyler Liddicoat, Garrett Chavez, Matthew Reed, Ali Zeynalov, Michael Engheta, Mason Taylor, Noah Lu, Angeleen Tan, Yash Dua",1,8,1,0.0
Katoa Games,1,49,17,0.0
KatsMakesGames,1,48,12,2.57
Katsudou Mangaya,1,85,45,0.0
Katta Games,1,19,9,0.0
Katus Game,1,70,9,0.0
Kavasoft,1,4,1,0.0
Kawaiisun Games,3,135,25,0.0
Kawaru Games,1,94,41,0.0
KayOverlord,1,0,1,0.0
KazahSLI,1,10,6,0.0
Kazakov Oleg,7,4659,1082,3.3728571428571428
"Kazarma (ex-Katapult), Les Kalifas",1,4,0,0.0
Kcfos,1,24,5,0.0
KeKaiXinLe,1,19,5,0.0
Kedexa,1,1,9,0.0
Kedronic UAB,2,8,0,0.0
Keen Games,1,1182,3226,5.07
Keen Games GmbH,1,18093,3593,25.4
Keen Software House,4,121145,18800,33.195
Keenan Kessler,1,6,1,0.0
Keep Spinning,2,1,3,0.0
Keep looking,1,0,2,0.0
Keffny Charles,1,1,5,0.0
Kehler Creations,1,18,0,0.0
Keinart Lobre,1,993,118,1.8
Kekitopu,1,46,1,0.0
Kel,1,181,50,0.0
Kelint,1,62,10,0.0
"Kelkafa Studios, Cardboard Sword Limited, Jet Stone Studios",1,72,44,1.5
Kelkosoft LLC,1,1,0,0.0
"KellenKyo, Instal Entretenimento",1,17,3,0.0
Kelobyte Oy,1,15,3,0.0
Kelsam,2,41,7,0.185
"Ken Henson, Tom Motz",1,9,9,0.0
Ken Koji,1,21,21,1.52
Ken Langella,1,2,1,0.0
Ken Watanabe,1,61,27,0.55
Kenisoft Game Studio,1,12,2,0.0
Kenkou Land,1,268,11,0.17
Kenneth A. Perrine,1,12,0,0.0
"Kenneth Caselli, Gianmarco Rocco",1,126,107,0.0
Kenney,2,320,43,0.0
Kenny Sun,3,389,42,0.84
Kenshin Game Studio,1,6,7,0.0
"Kenshin Game Studio, KGS2019",1,3,3,0.0
KeokeN Interactive,1,7421,956,5.3
Kepithor Studios,1,28,13,0.0
Kerberos Productions,4,1932,886,32.1875
Kerberos Productions Inc.,4,914,261,8.135
Kerim Kumbasar,5,1526,765,1.8059999999999998
KeroQ,1,1790,128,17.8
Kerry Batts,2,171,25,0.0
Kerry Fawdray,1,247,232,10.73
Kether Studio,1,181,39,1.25
Kevei Kristóf,1,16,1,0.0
Kevin  Ryan,1,50,7,4.97
"Kevin Hinker, Julia Daxenbichler, Simon Steiner, Jamie Nord, Martin Jenner",1,97,18,0.0
Kevin Paek,1,3,0,0.0
Kevin Ryan,1,1158,108,3.97
"Kevin Smeltzer, Azucena Nuñez",1,12,0,0.0
Kevin Wacknov,4,30,8,0.0
Kevin Yang Games,1,75,81,0.0
Kevin Zhang,1,109,22,0.0
KevinTheWolfy,1,30,18,0.57
Kew McParlane,1,332,26,2.2
Key Realm Studios,1,19,23,0.0
Key17 Games,1,8,3,0.0
Key17 interactive,1,613,271,5.57
Keybol,1,227,60,0.62
"Keybol, Iskander Aminov",1,79,34,3.58
Keyreal,1,21,5,0.0
Keys of Nine Entertainment,1,10,26,0.0
Keyue Game Studio,1,5,2,0.0
Khalil Hammouda,1,15,10,0.0
Khayalan Arts,1,94,46,0.0
Kheops Studio,3,849,390,4.256666666666667
Khokhlov,1,32,4,0.0
Khor Chin Heong,1,257,59,16.72
"Khramov Serhii, Pohrebnyi Dmytro",1,19,25,0.0
Khud0,1,30,2,0.0
KiKi,1,1,17,0.0
Kiary Games,1,662,88,8.27
KiberKreker,1,591,191,9.65
Kibou Entertainment,1,12,4,0.0
Kickbomb Entertainment LLC,1,61,9,5.32
Kid,1,32,36,0.0
Kid's Revolt,1,11,9,0.0
Kidalang,2,304,55,11.16
Kiddy,18,5851,3083,1.0655555555555556
Kids With Sticks,1,135,30,3.85
Kids up hill,1,8,24,0.0
Kieffer Bros.,1,169,5,2.52
Kiemura Ltd,1,107,40,2.6
Kiepska Spółka,2,106,20,1.485
Kikashi Online,1,1,0,0.0
Kikiwik Games,1,61,8,0.0
KillHouse Games,2,19666,1020,16.625
"KillPixel Games, Slipgate Ironworks",1,1958,688,3.12
KillZero Game,1,57,11,0.0
Killed Pixel Games,1,19,6,0.0
Killer Bee Software,1,147,12,0.0
Killer Bees Games,1,59,24,0.12
KillerPokeGames,1,146,55,0.43
Killerfish Games,3,7445,1490,32.38333333333333
Killmonday Games AB,2,29627,1476,5.82
Killspace Entertainment,1,49,29,0.68
Kiloo,1,3,5,0.0
Kilted Camel,2,299,79,1.69
Kim Laughton,1,31,10,0.0
Kimble Games,1,162,36,0.0
Kimeric Labs,1,52,12,6.77
Kimmo Lahtinen,1,70,18,0.0
Kind Cat Games,1,38,0,0.0
Kindermann Corp.,1,224,48,3.1
Kinderril,1,19,11,0.0
Kindly Beast,1,488,353,71.23
Kindman,1,272,102,0.0
Kindred Games,1,1047,73,10.5
Kinelco & Lone Elk Creative,1,632,468,1.03
Kinetic Games,1,736611,32168,38.6
King Crow Studios,1,17,1,0.0
King Deluxe,1,18,4,0.0
King Key Games,2,83,96,2.935
King Kong,1,0,2,0.0
KingChimp,1,5,0,0.0
Kingdom Games,3,190,89,6.6933333333333325
Kings of the Heroes,1,6,0,0.0
KingsIsle Entertainment,1,6721,1475,13.07
Kingsnake Games,1,3,0,0.0
KinifiGames LLC,1,136,290,2.48
Kinko Game Studio,1,1,0,0.0
Kinmoku,1,654,78,2.4
Kinsei Games,1,1,3,0.0
Kinto Games LLC,3,2128,457,2.02
KiokLI,1,14,2,0.0
KirUn,1,296,35,3.18
"KirUn, algamedev, Alexander M",1,58,5,1.47
"Kirakira monstars, WhitePowder",1,172,148,0.0
Kiririn,1,113,9,0.0
Kirisame Jump,2,121,26,0.0
Kirley Game Studios,1,34,5,0.0
Kirley Games,1,48,34,0.0
Kiro'o Games,1,231,117,3.53
Kisareth Studios,4,336,72,4.5925
KishMish Games,2,2754,575,7.415
"Kit Gardner, Sam Robinson, Holly Gardner, Jason Runkel, Tommy Yoder, Josh Perusse",1,29,10,0.0
Kite &amp; Lightning,1,295,20,0.65
Kite Games,2,7181,1826,12.0
Kitfox Games,4,7182,1684,4.1675
Kitsune Games,1,33,1,0.0
Kittehface,1,44,107,0.0
Kittehface Software,3,645,54,1.86
Kitten Fortress,1,3,4,0.0
Kitty Lambda Games Inc.,1,31,2,0.0
Kiulija Theater,1,10,0,0.0
Kivano,1,89,1,0.0
"Kiwiforge, Timothy Vincent",1,308,16,4.85
Kiyummi Games,1,230,20,0.0
Kiz Studios,3,178,197,27.37
Kizmet Rose,1,1,1,0.0
Klabater,2,5061,2820,21.560000000000002
"Klabater, Juggler Games",1,219,191,3.35
Klace,3,1320,247,4.873333333333334
Klastor Games,1,2,0,0.0
Klei Entertainment,11,757450,35131,20.522727272727273
KleskBY,1,802,136,0.0
Klick Ink L.P.,1,487,47,8.2
Klode,1,214,57,0.0
Klonk Games,1,3192,861,3.42
Kloonigames,1,969,157,0.98
Knife Edge Software,1,123,94,0.93
"Knightmare Games, Limited",1,25,3,0.0
"Know Such Luck, LLC",1,1,0,0.0
KnowWonder,1,155,50,0.05
Knuckle Cracker,5,11050,536,26.695999999999998
Knut Mueller,1,39,1,0.67
Knut Müller,2,66,18,24.575
KoS Studios,1,333,66,0.0
Koalabs,1,95,62,0.1
"Koboldgames, Daedalic Entertainment",1,1755,211,2.18
Kobra Studio,4,228,264,27.915
Kobsoft Kitti,1,967,113,0.0
Kochkin Dmitry,1,81,13,0.03
KodakYarr,1,3,0,0.0
Kodama Games,1,22,3,3.73
"Kodansha, Kodansha VR Lab",1,89,1,0.0
"Kodansha, Kodansha VR Lab, Lantis",1,53,6,0.0
"Kodansha, Polygon Pictures Inc., Lantis",1,96,4,0.43
Kodera Software,1,2759,195,17.07
Kodo Linija,1,73,7,0.0
Kodots Games,2,294,247,3.265
Kody Stone,1,38,57,0.0
Koei Tecmo,1,18314,1666,27.67
Koenigz,1,452,62,3.43
Kofi-S,3,89,7,0.0
Koi Productions,1,24,4,0.0
"KoiWare, LLC",1,69,43,0.0
Kokakiki,1,24,12,20.9
Koker_007,1,20,9,0.0
Kokoko Soft,1,510,65,14.77
Koksny.com,1,143,70,1.9
Kokua Games,1,221,192,0.68
Kokutou Umeboshi,1,278,77,4.27
KomBits Game Studio,3,261,73,2.6833333333333336
Komar Games,1,11,43,0.0
Kombinat,1,71,21,0.0
Komi Games Inc.,1,46,9,0.0
KomodoBit Games,2,63,23,0.0
Kompiler,1,0,1,0.0
Konami Digital Entertainment,5,53359,19979,60.748000000000005
"Konami Digital Entertainment Co., Ltd",1,767,750,21.1
"Konami Digital Entertainment Co., Ltd.",1,2600,1519,85.52
Konbu Mochi games,1,0,1,0.0
Konfa Games,2,5551,1314,3.84
Kong Orange,1,321,121,2.6
Kongmeng Yang,1,7,10,0.0
"Kongregate, Inc.",1,1843,1150,2.53
Konnichiwa Games,7,5310,951,0.9785714285714285
Konotoko,1,22,7,0.0
Konring Studio,1,4,2,0.0
Konrul Game,1,2,3,0.0
Konsordo,3,3174,1370,0.8066666666666666
Konstantin Koshutin,2,7301,1292,8.925
Konstantin Pilipaka,1,21,4,0.0
Konstantinos Katsoris,2,13,0,0.0
Konstructors,11,8960,987,8.56
Koodilab,1,0,7,0.0
Kool2Play,3,571,116,2.9166666666666665
Koopa Yao,1,1,0,0.0
Koraku,1,4192,198,13.5
Korean Linguistics Lab,1,513,28,3.15
Koreez,1,49,10,0.77
Kormishenkov Anton,2,53,26,2.5
"Koro.Games, Blacer Studio",1,26,4,0.0
KoromoSoft,1,139,19,0.0
"Korovkin Nikita, Filatov Igor, Lagunov Roman, Kristian Shatov",1,38,57,0.47
Korpus,2,228,30,1.3
KorteGames,1,116,17,0.17
Kortes,2,348,93,3.44
Koruka,1,39,4,0.0
"Kostas Batsakoutsas, Vasilis Vogkas",1,1,0,0.0
Kot in Action Creative Artel,1,218,145,2.3
Koto Games,1,38,5,0.05
Kottabos Games,1,6,0,0.0
"KoukouStudios, Faber Interactive",1,325,58,7.42
Kourov Vyacheslav,1,40,11,0.0
KovaaK Games,1,32776,2529,38.32
Kovalim,1,179,163,0.4
Kowai Sugoi Studios,1,388,38,0.85
Koya Game,1,54,43,9.28
Koyotis Studio,1,61,47,0.3
Kozhakov,2,10015,1191,0.25
Kraftix Games,1,104,19,0.0
Kraftmaru,1,52,11,0.12
Kraken Empire,1,85,29,5.92
Kraken Games,1,6,4,0.0
Kraken Ink.,1,22,1,0.0
Kraken Studios,1,162,39,0.0
KranX Productions,2,305,49,0.715
Krasnoshekova Mariya,1,3,2,0.0
Krax Games,1,14,2,0.0
Krealit,3,1667,646,2.6199999999999997
Krillbite Studio,4,28713,2890,6.85
Krin Juangbhanich,1,273,210,9.87
Krish Shrikumar,1,1119,73,3.23
Krispy Animation,2,170,24,0.0
Kristopher Poulin-Thibault,1,6,0,0.0
Kristopher Werlinder,1,8,3,0.0
Krisztian Blaha,1,0,1,0.0
"Kritzelkratz 3000, JoWooD",1,152,101,2.15
Krome Studios,6,5033,833,5.25
"Krome Studios, inXile Entertainment",1,1355,68,6.5
Kronecker Delta,2,23,24,0.0
Kronosaur Productions,1,187,26,20.95
Krylov Viktor,1,9,13,0.0
Krysle Quinsen,1,73,19,0.0
Krystian Majewski,1,466,215,0.23
Krzysztof Macias,1,0,1,0.0
Ktulhu Solutions,1,375,98,3.22
KuKo,9,1799,927,0.02
"KuKo, Mustella Games",3,121,42,0.0
Kubat Software,1,226,45,0.93
Kube Games,1,444,73,1.22
Kubikfoto GmbH,3,26,6,0.0
Kubold,2,6782,837,1.84
Kucing Rembes,1,584,61,2.75
Kucki,1,103,19,7.37
Kudosoft,1,3844,637,4.27
Kujirabo。,2,767,86,2.285
Kuju,1,356,336,4.82
Kukouri,1,991,224,0.87
Kukouri Mobile Entertainment,1,4910,1660,34.68
Kultured Dev,1,9,4,0.0
Kumkuat Games,1,168,240,0.28
Kumkwat Entertainment,1,8,4,0.0
Kumobius,1,771,43,3.02
Kuno Hoshiko,1,6,1,0.0
Kuno Interactive,1,74,112,3.42
Kunos Simulazioni,2,176273,14061,46.215
Kunpo Games,1,1616,46,2.88
Kurayami Yume Games,1,13,2,0.0
"Kure Software Koubou Co.,Ltd.",1,33,16,0.0
Kurechii,2,224,54,8.815
Kurenaibook,2,329,50,1.01
Kurisu no Patto,1,71,25,2.02
Kurlik Kurkil Studios,1,407,173,0.12
Kuro Irodoru Yomiji,2,276,34,0.0
"Kuro Star Light, Twisted Pixels",1,1,0,0.0
"Kurosh ValaNejad, Peter Brinson",1,20,0,0.0
KurowareLLC,1,5,4,0.0
Kurumi Works,1,228,37,0.0
Kuzcopia,1,16,8,0.0
Kwan,1,9,4,0.0
Kwebbelkop,1,147,87,0.48
Kwing works,2,326,90,17.485
"KxONE, Andrew Drumov, starmops",1,141,86,4.5
"KxONE, Starmops",1,29,22,0.27
Kyle Berger,1,26,3,0.0
Kyle Cornwell,1,1,3,0.0
Kyle Gilmore,1,13,3,0.0
"Kyle Harrington, Zach Jagoda",1,4,0,0.0
Kyle Muntz,1,11,2,0.0
Kyle Pulver,1,489,106,3.07
Kyle Rodgers,4,178,17,0.82
Kyle Seeley,3,39454,4533,6.34
Kyle Thompson,1,450,14,0.75
KyleR,1,63,5,0.0
Kylotonn,2,1346,1112,2.46
Kylotonn Entertainment,2,327,184,2.645
Kymera Games,1,3,5,0.0
Kyonbu,1,27,2,0.0
Kyrios Game Studio,1,6,1,0.0
Kyrylo Kuzyk,2,461,32,3.665
Kyuppin,1,190,28,0.53
Kyvos Studios,1,19,11,0.0
Kyy Games,4,2676,531,3.7625
K² Game Studios,1,9,4,0.0
Kény Bigny,1,3,0,0.0
L Twigger,1,500,68,13.68
L. Stotch,13,13487,1531,5.9630769230769225
"L. Stotch, Vladimir Soldatov",1,595,132,0.73
L2 Games,1,11430,954,6.52
L3O Interactive,1,281,194,21.4
L3fty Games,1,18,3,0.0
LAB132,2,28,6,1.075
LABASE Entertainment,1,22,7,0.0
LABS Works,1,1096,115,11.73
LAL,1,5,2,0.0
LAMBDADEV,1,19,7,0.0
LAME Dimension,1,733,24,7.63
"LAME Dimension, Flying Pudding Studios",1,78,4,0.0
LAMO LLC,1,65,40,0.0
LAN - GAMES LTD,1,1708,1678,12.05
LANCARSE,1,161,78,0.43
"LAND HO! Co., Ltd.",1,24,36,0.0
LAS Team,2,140,56,0.0
"LA\VA, Nicolai Clemmensen, Gabriele Cirulli",1,149,23,27.68
LEAF TEAM GAMES,2,4,1,0.0
LEAF games and software,1,24,13,0.0
LEAP Game Studios,2,829,234,0.7899999999999999
"LEAP Game Studios, Hermanos Magia",1,175,21,0.0
LEEDONGLEE,1,12,3,0.0
LEGENDA Inc.,1,0,1,0.0
LEVEL5 Inc.,1,9019,1737,26.28
"LEVEL5 Inc., QLOC",1,3859,709,14.33
LFR games,1,4,1,0.0
LGT SIA,1,3,0,0.0
LGV,3,28,18,0.0
LHOTI,1,19,6,0.0
LI YANG,1,3,3,0.0
LIFE0,1,180,4,7.63
LIGA - Laboratório de Inovação de Games e Apps,1,66,31,0.8
LIKEMAD_GAMES/ツシマユキヒロ,1,42,1,0.0
LIMITED,1,8015,600,0.0
LINE Games Corporation,2,1584,290,1.69
LION HEART,1,287,28,3.27
LIONHEART GAMING,1,272,130,0.0
LIP制作组,1,11,1,0.0
LIQUID Softworks,1,26,5,0.0
LIU Daohuan,1,7,1,0.0
LIU HE,1,33,9,0.0
LIU TING,1,18,25,0.0
LKA,2,4624,1179,4.2
LKMAD,3,26,9,0.0
LLC Blini Games,2,843,317,7.135
LLC Intenzibne,1,212,99,0.97
LLC RIKOR IMT,2,1043,514,1.54
LNDFRR,2,57,9,0.0
LOMAY,1,14,10,0.0
LOOKSTEN,1,7,5,0.0
LORE NINE,1,3009,329,0.0
LOVIGAME,1,973,328,6.63
LQ-GAME,1,7,4,0.0
LR Studio,2,4693,323,1.9249999999999998
"LRDGames, Inc.",3,832,239,4.623333333333334
LT,1,169,34,0.0
LTG,1,2965,4326,124.53
LTTDY,1,867,63,3.6
LTZ,2,20,30,0.0
LTZinc,5,231,79,0.0
LU QI,3,160,44,1.3166666666666667
LUCKY GIRLS LIMITED,1,283,248,1.97
LUCKY STAR STUDIO,1,6,0,0.0
LUVI GAMES,1,225,39,0.0
LUXO Interactive,3,598,154,0.7600000000000001
LUZSTARDOM,1,35,13,0.0
LVGameDev LLC,1,3125,815,32.17
LW Games,1,84,45,0.0
LW.C,1,547,134,9.1
LWMedia,1,85,9,0.0
LWNA,1,2034,637,0.5
LYCORIS,1,886,68,6.65
LYS,1,3,2,0.0
"La Belle Games, ARTE France",1,244,46,0.1
"La Frontera VR, Zeppelin TV",1,47,24,0.0
La Moustache Studio,1,50,29,0.0
La Moutarde,1,835,71,5.22
La Poule Noire,1,100,23,0.0
LaPlace,3,53,45,0.02666666666666667
LaPlante Apps,1,2,0,0.0
LaPointe Joints,1,1,3,0.0
Lab Zero Games,1,2501,1017,9.2
Lab42,1,549,209,48.62
LaboRatStudio,1,1083,72,7.23
Laboratory Systems,1,278,78,3.43
Laborious Rex,1,5,1,0.0
Labory,7,1082,931,20.382857142857144
Labrador Studios,1,50,20,0.0
Labs Games,1,13,21,0.0
Labyrinthine,3,2040,734,3.72
Lached Up Games,1,125,3,0.0
Ladder Games,1,0,3,0.0
Ladia Group,1,35,6,0.0
"Ladomu, Angels Blue Digital Entertainment, DigitalEZ",1,743,68,7.98
Laedomanes's Developer,1,1,1,0.0
Lafterburn Studios,1,193,34,0.0
Lag Studios,1,13926,1072,1.83
Laina Interactive,1,731,257,1.82
"Laineus, 真符",1,76,9,0.0
Lama glama Game Company,1,2,1,0.0
Lame Jam,1,38,7,0.0
LameCat Studio,1,361,120,14.27
Lamina Studios,1,1647,584,4.97
Laminar Research,2,18271,1660,140.89999999999998
Lamplight Studios,1,37,10,4.02
Lampogolovii,1,21,1,0.0
Lan Yao studio,1,22,13,0.0
Lance Games,2,432,166,1.845
Land Patricio,1,65,19,0.47
Land Patricio - Space Indie Studios,1,19,8,0.0
Landauer Games,1,187,93,1.32
Landfall,6,269042,17121,9.375
Landfall West,1,114720,7938,7.38
Landon Podbielski,1,37172,1304,19.9
Lange Studios LLC,1,74,14,0.0
"Laniatus Games, Idea Fabrik PLC",1,588,561,4.9
Lanstrash,1,308,17,8.27
Lantana Games,2,27,8,2.315
Lantern Studio,1,1452,148,1.87
LanziVision,1,14,3,0.0
Lapioware,1,310,17,4.73
Lapovich,1,915,162,6.1
Lapovich Team,1,481,88,5.33
Lappi Soft,2,94,26,0.0
Laputa Labs,1,167,36,1.1
Large Visible Machine,2,38,24,3.51
Larian Studios,8,965009,38065,35.2925
Larkon Studio,1,471,343,4.27
LarkyLabs,1,173,11,0.0
Lars Pontoppidan,1,4,1,0.0
"Laser Beams & Particle Streams Software, Inc.",1,3,0,0.0
Laser Dog,1,164,53,1.82
"Laser Guided Games, LLC",1,1392,530,2.65
"Laser Ranch, Inc.",1,15,7,0.0
LaserWzzrd Games,1,45,22,0.0
Laserboys3000,2,346,41,0.19
Lasmelan,1,18,10,0.0
